26,"02538763000116","MT","20250820",10790,10790,"NF","1","5405",922.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
27,"13617688000103","MT","20250820",10791,10791,"NF","1","5101",567.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
28,"36299424000146","MT","20250820",10794,10794,"NF","1","5405",588.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
29,"27267077000189","MT","20250820",10792,10792,"NF","1","5405",1095.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
30,"37457634000188","MT","20250820",10793,10793,"NF","1","5401",385.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
31,"01572937000102","MT","20250821",10795,10795,"NF","1","5405",2483.75,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
32,"36737442000162","MT","20250819",10789,10789,"NF","1","5405",737.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
33,"01572937000102","MT","20250821",10796,10796,"NF","1","5401",940.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
34,"01572937000285","MT","20250821",10797,10797,"NF","1","5405",2121.75,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
35,"01572937000285","MT","20250821",10798,10798,"NF","1","5401",940.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
36,"13617688000103","MT","20250822",10802,10802,"NF","1","5401",770.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
37,"08800033000128","MT","20250821",10801,10801,"NF","1","5405",1030.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
38,"05037535000150","MT","20250821",10800,10800,"NF","1","5405",1900.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
39,"01572937000285","MT","20250821",10799,10799,"NF","1","5910",2121.75,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
40,"36737442000162","MT","20250822",10803,10803,"NF","1","5401",470.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
41,"07373832000100","MT","20250822",10804,10804,"NF","1","5401",470.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
42,"01378330000188","MT","20250822",10805,10805,"NF","1","5405",2798.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
43,"01378330000340","MT","20250822",10806,10806,"NF","1","5405",1399.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
44,"01938746000103","MT","20250825",10807,10807,"NF","1","5405",3415.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
45,"01938746000103","MT","20250825",10808,10808,"NF","1","5401",385.00,"0","0",0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,""
